Reference,Alternative Reference,Application Received,Application Validated,Address,Proposal,Status,Decision,Decision Issued Date,Appeal Status,Appeal Decision
S/LDP/21/1273,PP-10079849,Wed 28 Jul 2021,Wed 28 Jul 2021,12 Knowlands Highworth Swindon SN6 7NB,Certificate of Lawfulness (Proposed) for the erection of a single storey rear extension.,Application Granted,Granted Permission,Tue 23 Nov 2021,Unknown,Not Applicable
S/21/1261,PP-10071254,Mon 26 Jul 2021,Mon 26 Jul 2021,Land Adjacent To Ferndale Cottage Highworth Road South Marston Swindon SN3 4SE,Erection of an agricultural barn.,Unknown,Permission Refused,Mon 22 Nov 2021,Unknown,Not Applicable
S/21/1244,PP-10056479,Thu 22 Jul 2021,Thu 22 Jul 2021,The Great Western Hospital Marlborough Road Swindon SN3 6BB,Erection of an energy compound.,Application Granted,Granted Permission,Wed 17 Nov 2021,Unknown,Not Applicable
S/HOU/21/1236,PP-10057343,Wed 21 Jul 2021,Wed 21 Jul 2021,21 Sudeley Way Grange Park Swindon SN5 6EN,Erection of a two storey side extension.,Application Granted,Granted Permission,Fri 19 Nov 2021,Unknown,Not Applicable
S/PHOU/21/1302,Not Applicable,Wed 21 Jul 2021,Tue 05 Oct 2021,127 Clifton Street Kingshill Swindon SN1 3QB,"Prior Approval Notification for the erection of a single storey rear extension measuring 6.0m (from original rear wall), 2.8m (maximum height) and 2.6m (height to eaves).",Unknown,Prior Approval Refused,Fri 05 Nov 2021,Unknown,Not Applicable
S/21/1239,PP-10057527,Wed 21 Jul 2021,Thu 02 Sep 2021,Osmanton Kingsdown Lane Blunsdon Swindon SN25 5DL,Erection of 1no dwelling and associated works (Variation of condition 2 of S/20/0635- drawings).,Application Granted,Granted Permission,Thu 04 Nov 2021,Unknown,Not Applicable
S/HOU/21/1238,PP-10057325,Wed 21 Jul 2021,Wed 21 Jul 2021,20 Rosemary Close Haydon Wick Swindon SN2 2TG,Erection of a two storey side and single storey rear extension.,Application Granted,Granted Permission,Wed 24 Nov 2021,Unknown,Not Applicable
S/21/1230,PP-09855617,Tue 20 Jul 2021,Tue 20 Jul 2021,15 Commercial Road Swindon SN1 5NF,"Change of use of first floor from Class E to Class C3 (2no. residential Units), and installation of external metal access staircase.",Application Granted,Granted Permission,Wed 10 Nov 2021,Unknown,Not Applicable
S/PO2R/21/1257,PP-10042977,Fri 16 Jul 2021,Fri 16 Jul 2021,Former Uk Life Centre Station Road Swindon SN1 1EL,Prior Approval Notification for the change of use from offices (Class B1a) to 170 no. residential flats (Class C3).,Unknown,Prior Approval required and given,Wed 10 Nov 2021,Unknown,Not Applicable
S/HOU/21/1206,PP-10037352,Wed 14 Jul 2021,Wed 14 Jul 2021,2 Church Farm Cottages Lechlade Road Highworth Swindon SN6 7RD,Erecction of a single storey extension to existing detached garage and conversion to annexe.,Application Granted,Granted Permission,Thu 25 Nov 2021,Unknown,Not Applicable
S/ADV/21/1156,PP-09925381,Mon 05 Jul 2021,Tue 07 Sep 2021,Land At Alpha Centre Cheney Manor Industrial Estate Cheney Manor Swindon SN2 2QJ,Display of 1 no. Totem Sign.,Application Granted,Granted Permission,Fri 05 Nov 2021,Unknown,Not Applicable
S/21/1105,PP-09963163,Thu 24 Jun 2021,Thu 05 Aug 2021,84-86 Commercial Road Swindon SN1 5NW,"Change of use of part ground, first and second floor from Class E to 9no. residential flats and associated works.",Application Granted,Granted Permission,Fri 19 Nov 2021,Unknown,Not Applicable
S/HOU/21/1108,PP-09975833,Thu 24 Jun 2021,Thu 24 Jun 2021,3 Adams Meadow Wanborough Swindon SN4 0FQ,"Installation of 2no. velux rooflights to front and rear roof planes, 1no. velux rooflight to each side roof plane and 1no. velux window to the rear gable elevation on the third floor.",Application Granted,Granted Permission,Tue 23 Nov 2021,Unknown,Not Applicable
S/COND/21/1082,PP-09964711,Tue 22 Jun 2021,Tue 22 Jun 2021,North Star House North Star Avenue Swindon,"Discharge of conditions 2 and 4 from Prior Approval Notification S/P02R/20/1039 - Prior Approval Notification for the change of use of ground, first (part), second (part) and third floors from office space (Use Class B1(a)) to 286no. flats (Use Class C3).",Conditions Discharged,Conditions Discharged,Fri 26 Nov 2021,Unknown,Not Applicable
S/HOU/21/1207,Not Applicable,Mon 21 Jun 2021,Mon 21 Jun 2021,19 Castle Dore Freshbrook Swindon SN5 8PQ,Erection of two storey side/ rear and single storey rear extensions.,Application Granted,Granted Permission,Tue 02 Nov 2021,Unknown,Not Applicable
S/LDP/21/1074,PP-09879151,Mon 21 Jun 2021,Wed 20 Oct 2021,5 Robinsgreen Covingham Swindon SN3 5AY,Certificate of Lawfulness (proposed) for the erection of a single storey rear extension and a rear roof dormer.,Application Granted,Granted Permission,Mon 29 Nov 2021,Unknown,Not Applicable
S/HOU/21/1047,PP-09945314,Wed 16 Jun 2021,Fri 06 Aug 2021,Stocks Close Badbury Lane Badbury Swindon SN4 0EU,"Erection of a single storey side extension, porch to front and rendering of garage walls.",Application Granted,Granted Permission,Mon 08 Nov 2021,Unknown,Not Applicable
S/PHOU/21/1585,Not Applicable,Fri 04 Jun 2021,Thu 30 Sep 2021,40 Linslade Street Rodbourne Swindon SN2 2BL,"Prior Approval Notification for the erection of a single storey rear extension measuring 5.22m (from original rear wall), 3.0m (maximum height) and 2.45m (height to eaves).",Unknown,Prior Approval Refused,Fri 05 Nov 2021,Unknown,Not Applicable
S/21/0913,PP-09869598,Wed 26 May 2021,Thu 15 Jul 2021,Bowling Green County Ground County Road Swindon SN1 2ED,Erection of a covered sports facility and bowls pavilion reconfigurement.,Application Granted,Granted Permission,Fri 05 Nov 2021,Unknown,Not Applicable
S/LDP/21/0854,PP-09835604,Wed 12 May 2021,Mon 13 Sep 2021,21 Hallam Moor Swindon SN3 6LS,Certificate of Lawfulness (Proposed) for the erection of a detached garage.,Application Granted,Granted Permission,Thu 04 Nov 2021,Unknown,Not Applicable
S/21/0788,PP-09662544,Tue 04 May 2021,Tue 04 May 2021,Overtown Farm Overtown Lane Wroughton Swindon SN4 0SH,Change of use of farm building (Building1) to B8 storage.,Application Granted,Granted Permission,Thu 25 Nov 2021,Unknown,Not Applicable
S/HOU/21/1626,Not Applicable,Mon 12 Apr 2021,Thu 07 Oct 2021,96 County Road Swindon SN1 2EP,Erection of a detached garage to rear.,Application Granted,Granted Permission,Tue 30 Nov 2021,Unknown,Not Applicable
S/HOU/21/0643,PP-09723101,Fri 09 Apr 2021,Fri 09 Apr 2021,111 Bath Road Old Town Swindon SN1 4AX,Erection of a detached garage with office.,Application Granted,Granted Permission,Fri 19 Nov 2021,Unknown,Not Applicable
S/21/0718,Not Applicable,Mon 29 Mar 2021,Mon 29 Mar 2021,68 Birch Street Kingshill Swindon SN1 5EZ,Demolition of rear extension and change of use of ground floor from retail/ office (use class E) to 1 no. two bedroom flat (use class C3) and associated works.,Application Granted,Granted Permission,Tue 16 Nov 2021,Unknown,Not Applicable
S/21/0698,09666627,Wed 24 Mar 2021,Wed 24 Mar 2021,Land Adjacent To Upper Farm Hinton Parva Lane Hinton Parva Swindon SN4 0DH,Erection of 1 no. dwelling and garage/workshop.,Application Granted,Granted Permission,Wed 17 Nov 2021,Unknown,Not Applicable
S/21/0495,PP-09622459,Tue 16 Mar 2021,Tue 16 Mar 2021,Aldi Hobley Drive Stratton St Margaret Swindon SN3 4NS,"Erection of retail foodstore (Class A1) with associated access, car parking and landscaping (Variation of condition 11 from previous permission S/15/2074 ) without compliance with Condition 2 (Hours of Deliveries) from previous permission S/18/1665.",Application Granted,Granted Permission,Thu 11 Nov 2021,Unknown,Not Applicable
S/RES/21/0424,PP-09590037,Fri 05 Mar 2021,Fri 26 Mar 2021,Land North & South Of Scott Way Parcel 4 The Orchards Wichelstowe Swindon,Provision of landscaping - Reserved Matters from previous outline permission S/13/1524.,Unknown,Reserved Matters Approved,Tue 02 Nov 2021,Unknown,Not Applicable
S/21/0389,PP-09576651,Tue 02 Mar 2021,Tue 06 Apr 2021,Haydon Farm Haydon End Lane Haydon Wick Swindon SN25 1JF,Variation of condition 1 (approved plans) of planning permission S/21/0752 in so far that it relates to conversion of Swallow Cottage and the Brewhouse.,Application Granted,Granted Permission,Mon 15 Nov 2021,Unknown,Not Applicable
S/LBC/21/0390,PP-09577578,Tue 02 Mar 2021,Tue 06 Apr 2021,Haydon Farm Haydon End Lane Haydon Wick Swindon SN25 1JF,Listed Building Consent - Conversion of Swallow Cottage and the Brewhouse to form 2no dwellings (previous consents S/LBC/17/0704 and S/LBC/20/0196).,Application Granted,Granted Permission,Mon 15 Nov 2021,Unknown,Not Applicable
S/HOU/21/0496,Not Applicable,Thu 25 Feb 2021,Thu 25 Feb 2021,54A High Street Haydon Wick Swindon SN25 1HX,Erection of a car port to side - partially retrospective.,Application Granted,Granted Permission,Tue 16 Nov 2021,Unknown,Not Applicable
S/COND/21/0331,PP-09557006,Wed 24 Feb 2021,Wed 24 Feb 2021,Burderop Park Wroughton Swindon,"Discharge of conditions 7, 10, 11, 12, 16, 19, 20, 27 and 30 from Planning Permission S/19/1765 - Demolition of the pavilions, change of use of offices and ancillary buildings to 25no. apartments/dwellings, erection of 52no. dwellings, construction of new access and associated works without compliance with conditions 2 (Approved Drawings), 9 (Ecology), 21 (Drainage) and 25 (Arboricultural Method Statement) of planning permission S/19/0441.",Unknown,Conditions Partially Discharged,Wed 17 Nov 2021,Unknown,Not Applicable
S/COND/21/0310,PP-09469611,Fri 19 Feb 2021,Tue 09 Mar 2021,Land East Of Marlborough Road Wroughton Swindon Wilts,"Discharge of condition 18 (Fire Hydrants) from Outline Planning Permission S/OUT/15/0912 - Outline application for up to 103no. dwellings, including up to 30% affordable housing units, landscaping and a new access from Marlborough Road - Access not reserved.",Conditions Discharged,Conditions Discharged,Wed 17 Nov 2021,Unknown,Not Applicable
S/21/0313,PP-09512933,Fri 19 Feb 2021,Fri 12 Mar 2021,Parcel 11 Badbury Park Swindon,Erection of 10no. dwellings and associated works.,Application Withdrawn,Application Withdrawn,Mon 29 Nov 2021,Unknown,Not Applicable
S/RES/21/0312,PP-09512819,Fri 19 Feb 2021,Fri 12 Mar 2021,Parcel 11 Badbury Park Swindon,Erection of 63.no dwellings and associated works - Reserved Matters from previous outline planning permission S/20/0233.,Unknown,Reserved Matters Approved,Tue 16 Nov 2021,Unknown,Not Applicable
S/LDP/21/0238,PP-09489429,Fri 05 Feb 2021,Mon 23 Aug 2021,28 Kent Road Kingshill Swindon SN1 3NQ,Certificate of lawfulness (Proposed) for the erection of a rear dormer window.,Application Granted,Granted Permission,Thu 25 Nov 2021,Unknown,Not Applicable
S/21/0015,PP-09351214,Tue 05 Jan 2021,Fri 05 Feb 2021,Wrag Barn Golf Course Shrivenham Road Highworth Swindon SN6 7QQ,"Erection of 33no. dwellings (Use Class C3), including access and internal roads, public open space and landscaping, SUDS and other associated infrastructure.",Unknown,Permission Refused,Fri 26 Nov 2021,Unknown,Not Applicable
S/18/1781,PP-07085188,Thu 01 Nov 2018,Fri 09 Nov 2018,Twelve Oaks Lechlade Road Highworth Swindon SN6 7QR,"Erection of Football Training Centre/ Headquarters building and ancillary accommodation, single storey equipment store building, re-grading of ground levels and laying out of grass football pitches, construction of all-weather pitch and associated works including a pumping station.",Unknown,Permission Refused,Tue 30 Nov 2021,Unknown,Not Applicable
S/18/1783,PP-07085288,Thu 01 Nov 2018,Fri 09 Nov 2018,Twelve Oaks Golf Club Lechlade Road Highworth Swindon SN6 7QR,"Erection of 18no. dwellings with parking, open space, landscaping, cycle access and associated works.",Unknown,Permission Refused,Tue 30 Nov 2021,Unknown,Not Applicable
S/AMEND/21/1592,PP-10265659,Fri 01 Oct 2021,Fri 01 Oct 2021,Waitrose District Centre Middle Wichel Wichelstowe Swindon Wiltshire,Non Material Amendment to previously approved Reserved Matters application S/RES/13/0485 - relating to amendments to car parking.,Minor Amendment Approved,Minor Amendment Approved,Fri 29 Oct 2021,Unknown,Not Applicable
S/TPO/21/1569,Not Applicable,Mon 27 Sep 2021,Mon 27 Sep 2021,Copperfields 2 Oxford Gardens Old Town Swindon SN1 4AJ,Works to a lime tree within BOS TPO (no.6) 2004.,Application Granted,Granted Permission,Tue 12 Oct 2021,Unknown,Not Applicable
S/HOU/21/1534,PP-10232539,Tue 21 Sep 2021,Tue 21 Sep 2021,77 York Road Swindon SN1 2JR,Erection of a single storey side extension.,Application Granted,Granted Permission,Wed 27 Oct 2021,Unknown,Not Applicable
S/AMEND/21/1571,Not Applicable,Tue 21 Sep 2021,Mon 27 Sep 2021,13 Coate Lane Coate Swindon,Non-Material Amendment to previous Planning Permission S/18/1825 - Relating to facing materials.,Minor Amendment Approved,Minor Amendment Approved,Mon 11 Oct 2021,Unknown,Not Applicable
S/HOU/21/1528,PP-10229072,Sat 18 Sep 2021,Sat 18 Sep 2021,32 Winchester Close Stratton St Margaret Swindon SN3 4HB,Erection of an extension to an existing front dormer window.,Application Granted,Granted Permission,Mon 25 Oct 2021,Unknown,Not Applicable
S/AMEND/21/1499,PP-10210342,Tue 14 Sep 2021,Mon 04 Oct 2021,The Great Western Hospital Marlborough Road Swindon SN3 6BB,Non-material amendment to previous permission S/20/1602 regarding minor changes to the external appearance.,Minor Amendment Approved,Minor Amendment Approved,Thu 28 Oct 2021,Unknown,Not Applicable
S/COND/21/1478,PP-10202304,Thu 09 Sep 2021,Thu 09 Sep 2021,2 Moormead Road Wroughton Swindon SN4 9BX,Discharge of conditions 4 and 6 from Planning Permission S/21/0564 - Change of use from use class C3 to use class C2 to be used in association with the neighbouring hospital.,Conditions Discharged,Conditions Discharged,Thu 21 Oct 2021,Unknown,Not Applicable
S/EIA/21/1489,Not Applicable,Thu 09 Sep 2021,Thu 09 Sep 2021,Land North Of Redlands Eastern Villages Swindon Swindon,Request for Environmental Impact Assessment (EIA) Screening Opinion for proposed development.,EIA Screening Opinion,EIA Screening Opinion,Tue 05 Oct 2021,Unknown,Not Applicable
S/21/1477,PP-09291276,Wed 08 Sep 2021,Wed 08 Sep 2021,The Great Western Hospital Marlborough Road Swindon SN3 6BB,Erection of a compound to accommodate 2no. oxygen tanks and associated highways works - Retrospective.,Application Granted,Granted Permission,Thu 21 Oct 2021,Unknown,Not Applicable
S/AMEND/21/1454,PP-10147809,Fri 03 Sep 2021,Fri 03 Sep 2021,Haydon Farm Haydon End Lane Haydon Wick Swindon SN25 1JF,Revised landscaping scheme.,Minor Amendment Approved,Minor Amendment Approved,Fri 01 Oct 2021,Unknown,Not Applicable
S/21/1473,Not Applicable,Thu 02 Sep 2021,Wed 08 Sep 2021,11 And 12 Coate Lane Coate Swindon SN3 6AA,Demolition of existing cottages and erection of 6no. dwellings and associated works -Variation of condition 1 (Plans list) of Planning Application S/16/0132.,Application Granted,Granted Permission,Fri 22 Oct 2021,Unknown,Not Applicable
S/HOU/21/1448,PP-10182674,Thu 02 Sep 2021,Thu 02 Sep 2021,48 Caraway Drive Woodhall Park Swindon SN2 2RF,Erection of 1.8m high metal fence to match existing.,Unknown,Permission Refused,Wed 27 Oct 2021,Unknown,Not Applicable
S/AMEND/21/1441,PP-10179193,Wed 01 Sep 2021,Mon 13 Sep 2021,The Old Vicarage 192 Beech Avenue Pinehurst Swindon SN2 1JJ,Non-Material Amendment following planning permission S/19/1389 for the erection of 1no. dwelling.,Minor Amendment Approved,Minor Amendment Approved,Tue 12 Oct 2021,Unknown,Not Applicable
S/AMEND/21/1442,Not Applicable,Thu 26 Aug 2021,Wed 01 Sep 2021,11 & 12 Coate Lane Coate Swindon SN3 6AA,Non-material amendment to previous permission S/16/0132 regarding brick type and removal of leaded lights on rear & side windows.,Minor Amendment Approved,Minor Amendment Approved,Mon 11 Oct 2021,Unknown,Not Applicable
S/LDP/21/1418,PP-10154288,Wed 25 Aug 2021,Wed 25 Aug 2021,4 Whitefield Crescent Peatmoor Swindon SN5 5AA,Certificate of lawfulness (Proposed) for the erection of a single storey rear extension.,Application Granted,Granted Permission,Wed 27 Oct 2021,Unknown,Not Applicable
S/HOU/21/1413,PP-10158724,Tue 24 Aug 2021,Tue 24 Aug 2021,6 Cole Close Covingham Swindon SN3 5BU,Erection of a single storey front extension.,Application Granted,Granted Permission,Mon 18 Oct 2021,Unknown,Not Applicable
S/HOU/21/1415,PP-10158775,Tue 24 Aug 2021,Tue 31 Aug 2021,111 Ashbury Avenue Nythe Swindon SN3 3LX,Erection of a detached garage (retrospective).,Unknown,Permission Refused,Fri 22 Oct 2021,Unknown,Not Applicable
S/HOU/21/1392,PP-10147707,Thu 19 Aug 2021,Thu 19 Aug 2021,35 Florence Street Gorse Hill Swindon SN2 1BA,Erection of a single storey rear extension.,Application Granted,Granted Permission,Thu 14 Oct 2021,Unknown,Not Applicable
S/HOU/21/1383,PP-10117321,Wed 18 Aug 2021,Wed 18 Aug 2021,Combe Rise Broad Bush Blunsdon Swindon SN26 7DH,Erection of a two storey detached garage/ workshop/ home office to rear.,Unknown,Permission Refused,Fri 01 Oct 2021,Unknown,Not Applicable
S/21/1378,Not Applicable,Tue 17 Aug 2021,Tue 17 Aug 2021,145-147 Faringdon Road Swindon SN1 5DL,"Change of use from offices (Class B1) to residential (Class C3), erection of 2no dwellings (Class C3) and associated works.",Unknown,Permission Refused,Mon 04 Oct 2021,Unknown,Not Applicable
S/HOU/21/1381,PP-10138659,Tue 17 Aug 2021,Tue 17 Aug 2021,21 Queens Road Hannington Swindon SN6 7RP,Erection of a single storey rear extension,Application Granted,Granted Permission,Wed 27 Oct 2021,Unknown,Not Applicable
S/HOU/21/1379,PP-10129232,Tue 17 Aug 2021,Tue 17 Aug 2021,35 High Street Haydon Wick Swindon SN25 1HU,Erection of dormer windows to front and rear.,Application Granted,Granted Permission,Wed 27 Oct 2021,Unknown,Not Applicable
S/TWC/21/1376,Not Applicable,Fri 13 Aug 2021,Fri 13 Aug 2021,Broadcasting House 56-58 Prospect Place Old Town Swindon SN1 3RW,Works to tree within a Conservation Area.,Application Granted,Granted Permission,Tue 12 Oct 2021,Unknown,Not Applicable
S/ADV/21/1362,PP-10122116,Fri 13 Aug 2021,Fri 13 Aug 2021,Unit 7 Greenbridge Retail Park Swindon SN3 3SG,Display of 5 internally illuminated signs and 1-non illuminated sign.,Application Granted,Granted Permission,Mon 18 Oct 2021,Unknown,Not Applicable
S/COND/21/1352,PP-09975298,Thu 12 Aug 2021,Thu 12 Aug 2021,Eastrop Farm 105 Eastrop Highworth Swindon SN6 7PP,Discharge of conditions 3 and 6 from Planning Permission S/20/1684 - Change of use of an agricultural building into a dwelling house (Class C3.),Conditions Discharged,Conditions Discharged,Mon 04 Oct 2021,Unknown,Not Applicable
S/LDP/21/1360,PP-10127152,Thu 12 Aug 2021,Mon 23 Aug 2021,136 Overbrook Eldene Swindon SN3 6AU,Certificate of Lawfulness (Proposed) Erection of a detached out building,Application Granted,Granted Permission,Mon 18 Oct 2021,Unknown,Not Applicable
S/LDP/21/1347,PP-10117395,Wed 11 Aug 2021,Wed 25 Aug 2021,14 Semington Strand Wichelstowe Swindon SN1 7DJ,Erection of a single storey rear extension.,Application Granted,Granted Permission,Wed 13 Oct 2021,Unknown,Not Applicable
S/TWC/21/1342,PP-10117801,Tue 10 Aug 2021,Tue 10 Aug 2021,52 Trenchard Road Stanton Fitzwarren Swindon SN6 7RZ,Works to Yew Tree within a conservation area.,Application Granted,Granted Permission,Tue 12 Oct 2021,Unknown,Not Applicable
S/HOU/21/1339,PP-10110284,Tue 10 Aug 2021,Tue 10 Aug 2021,63 Henchard Crescent Taw Hill Swindon SN25 1BD,Erection of a single storey side extension,Application Granted,Granted Permission,Tue 12 Oct 2021,Unknown,Not Applicable
S/HOU/21/1341,PP-10117685,Tue 10 Aug 2021,Tue 10 Aug 2021,54 Green Road Upper Stratton Swindon SN2 7JE,Erection of a single storey rear extension.,Application Granted,Granted Permission,Mon 11 Oct 2021,Unknown,Not Applicable
S/HOU/21/1331,PP-10113206,Mon 09 Aug 2021,Mon 09 Aug 2021,27 Matley Moor Liden Swindon SN3 6NL,Erection of a two storey side extension.,Application Granted,Granted Permission,Mon 11 Oct 2021,Unknown,Not Applicable
S/HOU/21/1328,PP-10109326,Fri 06 Aug 2021,Fri 06 Aug 2021,4 Vespasian Close Stratton St Margaret Swindon SN3 4BX,Erection of a conservatory.,Application Granted,Granted Permission,Thu 07 Oct 2021,Unknown,Not Applicable
S/HOU/21/1324,PP-10101524,Thu 05 Aug 2021,Thu 05 Aug 2021,Mint Cottage 6-7 The Green Highworth Swindon SN6 7DB,Demolition of 2no outbuildings and erection of garden room / store / home office.,Application Granted,Granted Permission,Mon 25 Oct 2021,Unknown,Not Applicable
S/HOU/21/1325,PP-10106642,Thu 05 Aug 2021,Thu 05 Aug 2021,Ambleside West Hill Blunsdon Swindon SN26 7BQ,"Demolition of the existing garage. Erection of a new garage with pitched roof to include front and rear dormers. Loft conversion to include raising the height of the roof, reconstructed and enlarged dormer to the front and new dormer to the rear. Erection of single storey front (porch) and rear extensions.",Application Granted,Granted Permission,Thu 07 Oct 2021,Unknown,Not Applicable
S/TWC/21/1334,Not Applicable,Wed 04 Aug 2021,Wed 04 Aug 2021,Eastbrook House 1 The Forty Bishopstone Swindon SN6 8PQ,Works to trees within a Conservation Area.,Application Granted,Granted Permission,Tue 12 Oct 2021,Unknown,Not Applicable
S/21/1304,PP-10077256,Mon 02 Aug 2021,Tue 17 Aug 2021,Tesla Park Blackworth Industrial Estate Highworth Swindon,Erection of a detached industrial unit (Extension of existing B8 use).,Application Granted,Granted Permission,Wed 20 Oct 2021,Unknown,Not Applicable
S/21/1297,PP-10085811,Mon 02 Aug 2021,Fri 06 Aug 2021,111 Bath Road Old Town Swindon SN1 4AX,Change of use from HMO to residential (use class C3).,Application Granted,Granted Permission,Mon 11 Oct 2021,Unknown,Not Applicable
S/21/1305,PP-10094310,Mon 02 Aug 2021,Mon 02 Aug 2021,127 Commercial Road Swindon SN1 5PZ,Reinstatement of brickwork following removal of external ATM and all existing signage.,Application Granted,Granted Permission,Thu 07 Oct 2021,Unknown,Not Applicable
S/HOU/21/1289,PP-10086224,Fri 30 Jul 2021,Fri 30 Jul 2021,8 Tealsbrook Covingham Swindon SN3 5AU,Erection of a rear single storey and two storey side extension,Application Granted,Granted Permission,Fri 22 Oct 2021,Unknown,Not Applicable
S/HOU/21/1292,PP-10011271,Fri 30 Jul 2021,Fri 30 Jul 2021,1 Castle Hill Cottages Burytown Lane Blunsdon Swindon SN26 7DQ,Retention of outbuilding and its continued use as an ancillary self-contained annexe.,Application Granted,Granted Permission,Mon 11 Oct 2021,Unknown,Not Applicable
S/TPO/21/1284,PP-10084650,Thu 29 Jul 2021,Thu 29 Jul 2021,55 Okebourne Park Liden Swindon SN3 6AJ,Works to T1 Oak within TPO Woodland BOS TPO (no.4) 1971.,Application Granted,Granted Permission,Tue 12 Oct 2021,Unknown,Not Applicable
S/TPO/21/1286,PP-10085339,Thu 29 Jul 2021,Thu 29 Jul 2021,13 Beranburh Field Wroughton Swindon SN4 0QL,Works to trees within BOS TPO (No. 14) 2005.,Application Granted,Granted Permission,Tue 12 Oct 2021,Unknown,Not Applicable
S/21/1271,PP-10074118,Wed 28 Jul 2021,Tue 03 Aug 2021,Sanford House Sanford Street Swindon SN1 1HE,Siting of a Mobile Coffee Unit with seating area.,Application Granted,Granted Permission,Thu 07 Oct 2021,Unknown,Not Applicable
S/HOU/21/1275,PP-10080136,Wed 28 Jul 2021,Wed 04 Aug 2021,9 Parklands Road Old Walcot Swindon SN3 1EG,Erection of two storey side extension and single storey front and rear extensions.,Application Granted,Granted Permission,Fri 01 Oct 2021,Unknown,Not Applicable
S/HOU/21/1267,PP-10071907,Tue 27 Jul 2021,Tue 27 Jul 2021,9 Blake Crescent Stratton St Margaret Swindon SN3 4LR,"Erection of a single storey rear extension, dormer window to rear and extension of roof over existing garage.",Application Granted,Granted Permission,Mon 11 Oct 2021,Unknown,Not Applicable
S/21/1262,PP-10071440,Mon 26 Jul 2021,Mon 26 Jul 2021,109 Albion Street Swindon SN1 5LP,Change of use from Residential Dwelling (Class C3) to 6 no. Bed (6 no. persons) House in Multiple Occupation (HMO).,Application Granted,Granted Permission,Tue 12 Oct 2021,Unknown,Not Applicable
S/HOU/21/1307,Not Applicable,Mon 26 Jul 2021,Tue 03 Aug 2021,13 Ayrshire Close Ramleaze Swindon SN5 5SZ,Erection of a two storey side and rear extension.,Application Granted,Granted Permission,Thu 14 Oct 2021,Unknown,Not Applicable
S/HOU/21/1254,PP-10065426,Fri 23 Jul 2021,Tue 03 Aug 2021,20 Ham Road Wanborough Swindon SN4 0DF,"Erection of a porch, single storey rear and two storey side extension, dormer windows and associated works.",Application Granted,Granted Permission,Wed 20 Oct 2021,Unknown,Not Applicable
S/HOU/21/1251,PP-10059091,Thu 22 Jul 2021,Thu 22 Jul 2021,19 Ravenscroft Covingham Swindon SN3 5AE,Erection of single/ two storey side and single storey rear extensions.,Application Granted,Granted Permission,Thu 21 Oct 2021,Unknown,Not Applicable
S/TPO/21/1282,Not Applicable,Wed 21 Jul 2021,Wed 21 Jul 2021,11 South Street Old Town Swindon SN1 3LA,Works to tree T1 within BOT TPO No 1 1990.,Application Granted,Granted Permission,Tue 12 Oct 2021,Unknown,Not Applicable
S/TPO/21/1232,PP-10051436,Tue 20 Jul 2021,Tue 20 Jul 2021,Evergreen Cottage 4 Pinehurst Cottages Thornhill Road South Marston Swindon SN3 4RZ,Works to T1 Ash (Fell) within HRDC TPO Woodland 1973.,Application Granted,Granted Permission,Tue 12 Oct 2021,Unknown,Not Applicable
S/COND/21/1235,PP-10033251,Tue 20 Jul 2021,Tue 20 Jul 2021,Symmetry Park (Phase 6) Shrivenham Road South Marston Swindon,"Discharge of condition 19 (Travel Plan) following planning permission S/19/1891 for the erection of storage or distribution building (use class B8), ancillary buildings, offices, landscaping, vehicular parking, bus depot, creation of 2no. passenger vehicle accesses and associated works.",Conditions Discharged,Conditions Discharged,Thu 07 Oct 2021,Unknown,Not Applicable
S/TPO/21/1280,Not Applicable,Fri 16 Jul 2021,Fri 16 Jul 2021,Alexandra Park Wroughton,Works to trees within BOS TPO No 6 2002.,Application Granted,Granted Permission,Tue 12 Oct 2021,Unknown,Not Applicable
S/TPO/21/1216,PP-10043815,Fri 16 Jul 2021,Fri 16 Jul 2021,Woodland Copse On Blunsdon Hill.,Works to various trees.,Application Granted,Granted Permission,Tue 12 Oct 2021,Unknown,Not Applicable
S/LBC/21/1215,Not Applicable,Thu 15 Jul 2021,Tue 20 Jul 2021,Plus One Youth Centre Civic Campus Euclid Street Swindon SN1 2SG,Demolition & reconstruction of structurally unstable boundary walls (North & East) and reduction in levels to North retaining wall & tarmacadam path. The North will reduce in height by approximately 500mm. to the remaining sections of the 20th century wall for a length of 15.7 metres.,Application Granted,Granted Permission,Wed 27 Oct 2021,Unknown,Not Applicable
S/TPO/21/1258,Not Applicable,Thu 15 Jul 2021,Thu 15 Jul 2021,Flat 1 The Grange Cricklade Street Old Town Swindon SN1 3HG,Works to trees within BOS TPO (No.8) 2000.,Application Granted,Granted Permission,Tue 12 Oct 2021,Unknown,Not Applicable
S/HOU/21/1300,Not Applicable,Thu 15 Jul 2021,Thu 15 Jul 2021,Marrons Back Lane Blunsdon Swindon SN26 7BJ,"Replace dormer flat roof with pitch roof profile and vertical hanging slate with ""Hardieboard"" weather boarding.",Application Granted,Granted Permission,Mon 11 Oct 2021,Unknown,Not Applicable
S/ADV/21/1213,PP-10036190,Thu 15 Jul 2021,Mon 09 Aug 2021,Fish Brothers Great Western Way Swindon SN5 7YQ,Display of 4 internally illuminated fascia signs and 1 Totem.,Application Granted,Granted Permission,Mon 18 Oct 2021,Unknown,Not Applicable
