Reference,Alternative Reference,Application Received,Application Validated,Address,Proposal,Status,Decision,Decision Issued Date,Appeal Status,Appeal Decision
S/HOU/21/1414,PP-10158770,Tue 24 Aug 2021,Fri 10 Dec 2021,Little Croft The Street Castle Eaton Swindon SN6 6JX,New second vehicular access and dropped kerb to front of the property.,Application Granted,Granted Permission,Wed 12 Jan 2022,Unknown,Not Applicable
S/LDP/21/1401,Not Applicable,Thu 19 Aug 2021,Fri 10 Dec 2021,2 Jolliffe Street Kingshill Swindon SN1 5HF,Certificate of Lawful Development (Proposed) for the conversion of garage into habitable space.,Application Granted,Granted Permission,Wed 19 Jan 2022,Unknown,Not Applicable
S/TC/21/1335,PP-10114483,Mon 09 Aug 2021,Mon 09 Aug 2021,Land At Junction Of Redhouse Way And Thamesdown Drive Swindon,"Installation of a 15m monopole supporting 6 no. antennas, 4 no. equipment cabinets and ancillary works.",Unknown,Prior Approval required and given,Thu 27 Jan 2022,Unknown,Not Applicable
S/21/1310,PP-10098187,Tue 03 Aug 2021,Tue 03 Aug 2021,35 Lechlade Road Highworth Swindon SN6 7HQ,Erection of 1no. dwelling.,Unknown,Permission Refused,Fri 21 Jan 2022,Unknown,Not Applicable
S/21/1291,PP-10087474,Fri 30 Jul 2021,Mon 09 Aug 2021,Land Adjacent To Manor Down Farm Whatleys Orchard Bishopstone Swindon SN6 8QB,Erection of 2no. dwellings and associated works.,Unknown,Permission Refused,Fri 28 Jan 2022,Unknown,Not Applicable
S/21/1281,PP-10075522,Thu 29 Jul 2021,Thu 29 Jul 2021,Rhodes Farm House The Street Liddington Swindon SN4 0HD,Change of use of from agricultural Dutch Barn to domestic garage & workshop including alterations to external materials.,Application Granted,Granted Permission,Mon 17 Jan 2022,Unknown,Not Applicable
S/21/1265,PP-10044366,Tue 27 Jul 2021,Tue 27 Jul 2021,Newland House 86 Bowood Road Kingshill Swindon SN1 4LR,Erection of 1 no. dwelling.,Unknown,Permission Refused,Wed 05 Jan 2022,Unknown,Not Applicable
S/LBC/21/1181,PP-10024731,Sat 10 Jul 2021,Sat 10 Jul 2021,The Old Stable Hampton Lane Hampton Swindon SN6 7RL,Conversion of garage into habitable space and erection of a single-storey link and extension.,Application Granted,Granted Permission,Wed 05 Jan 2022,Unknown,Not Applicable
S/HOU/21/1180,PP-10024731,Sat 10 Jul 2021,Sat 10 Jul 2021,The Old Stable Hampton Lane Hampton Swindon SN6 7RL,Conversion of garage into habitable space and erection of a single-storey link and extension.,Application Granted,Granted Permission,Wed 05 Jan 2022,Unknown,Not Applicable
S/21/1135,PP-09987678,Wed 30 Jun 2021,Wed 30 Jun 2021,46 Kingshill Road Kingshill Swindon SN1 4LH,Change of use of ground floor of light industrial building (Use Class B1c) to rear to 1 no. apartment.,Application Granted,Granted Permission,Thu 13 Jan 2022,Unknown,Not Applicable
S/HOU/21/1194,Not Applicable,Mon 21 Jun 2021,Mon 21 Jun 2021,Church View Cottage 11 Sevenhampton Lane Sevenhampton Swindon SN6 7QA,Erection of a single storey side/rear extension.,Application Granted,Granted Permission,Tue 18 Jan 2022,Unknown,Not Applicable
S/21/1056,PP-09947750,Thu 17 Jun 2021,Thu 17 Jun 2021,30 Marlborough Road Swindon SN3 1QY,"Erection of a two storey coach house, to accommodate 2no. apartments and associated works without compliance with condition 2 from previous permission S/19/0288.",Unknown,Permission Refused,Thu 27 Jan 2022,Unknown,Not Applicable
S/21/1023,PP-09913899,Mon 14 Jun 2021,Wed 04 Aug 2021,41 Rycote Close Grange Park Swindon SN5 6AP,Erection of a two storey side extension to form 1no. dwelling.,Unknown,Permission Refused,Tue 11 Jan 2022,Unknown,Not Applicable
S/EIA/21/0889,Not Applicable,Mon 17 May 2021,Mon 24 May 2021,Swindon Sewerage Treatment Works Barnfield Road Rodbourne Swindon SN2 2DJ,Request for Environmental Impact Assessment (EIA) Screening Opinion for proposed development.,EIA Screening Opinion,EIA Screening Opinion,Fri 07 Jan 2022,Unknown,Not Applicable
S/HOU/21/0836,PP-09787918,Tue 11 May 2021,Mon 08 Nov 2021,49 Church Walk South Rodbourne Cheney Swindon SN2 2JE,"Retention of 2 no. front dormer windows, window to first floor south elevation, window and door to ground floor south side elevation and rear dormer Juliet windows (retrospective.)",Application Granted,Granted Permission,Fri 07 Jan 2022,Unknown,Not Applicable
S/COND/21/0806,PP-09810520,Wed 05 May 2021,Tue 08 Jun 2021,Abbey Farm Educate Together School Diamond Crescent Swindon SN25 2SJ,"Discharge of conditions 6 (Slab and Floor Levels), 8 (Surface Water) and 16 (Electric Vehicle Charging) from previous permission S/20/1060.",Conditions Discharged,Conditions Discharged,Wed 19 Jan 2022,Unknown,Not Applicable
S/LBC/21/0798,PP-09808890,Wed 05 May 2021,Mon 07 Jun 2021,Lower Farm Nell Hill Hannington Swindon SN6 7RU,Demolition of 1990's rear 'lean to' extension and replacement with new single storey glazed rear extension.,Application Granted,Granted Permission,Wed 05 Jan 2022,Unknown,Not Applicable
S/HOU/21/0797,PP-09808890,Wed 05 May 2021,Mon 07 Jun 2021,Lower Farm Nell Hill Hannington Swindon SN6 7RU,Erection of a replacement single storey glazed rear extension.,Application Granted,Granted Permission,Wed 05 Jan 2022,Unknown,Not Applicable
S/LBC/20/1661,PP-09348350,Fri 18 Dec 2020,Fri 18 Dec 2020,5 Mill Lane Castle Eaton Swindon SN6 6JY,Erection of a two storey rear and single storey side extension and internal alterations and works (partly retrospective).,Application Granted,Granted Permission,Thu 27 Jan 2022,Unknown,Not Applicable
S/HOU/20/1660,PP-09348350,Fri 18 Dec 2020,Fri 18 Dec 2020,5 Mill Lane Castle Eaton Swindon SN6 6JY,Erection of a two storey rear and single storey side extension.,Application Granted,Granted Permission,Thu 27 Jan 2022,Unknown,Not Applicable
S/20/1716,Not Applicable,Thu 17 Dec 2020,Thu 17 Dec 2020,79 Lansdown Road Old Town Swindon SN1 3ND,Change of use of dwelling to 7no. person house in multiple occupation and erection of a two storey rear extension.,Application Granted,Granted Permission,Wed 05 Jan 2022,Unknown,Not Applicable
S/COND/19/1697,PP-08297021,Fri 15 Nov 2019,Fri 15 Nov 2019,Ty Clyd Turnball Chiseldon Swindon SN4 0LH,"Discharge of conditions 1,2,3 and 4 following planning permission S/HOU/19/1025 for the erection of a single storey side/rear extension and stone clad retaining wall.",Unknown,Conditions Partially Discharged,Thu 06 Jan 2022,Unknown,Not Applicable
S/TPO/21/1919,Not Applicable,Fri 10 Dec 2021,Fri 10 Dec 2021,Park Farm Moredon Swindon SN25 3ES,"Works to various trees within TPO 2010-35 Rear of Park farm, The Street, Moredon",Application Granted,Granted Permission,Fri 10 Dec 2021,Unknown,Not Applicable
S/AMEND/21/1915,PP-10455583,Thu 09 Dec 2021,Fri 10 Dec 2021,Vicarage Gardens South Marston Swindon SN3 4FL,"Non-material amendment to previous permission S/RES/18/1145 regarding change in facing material to plots 24-26, from Red Brick (Grampian Red Mixture) to Recon Stone (Bekstone Tumbled Buff Recon Stone).",Minor Amendment Approved,Minor Amendment Approved,Wed 22 Dec 2021,Unknown,Not Applicable
S/COMP/21/1850,Not Applicable,Wed 24 Nov 2021,Wed 24 Nov 2021,20 Sapphire Road Swindon Swindon SN25 2SW,Request for compliance with conditions from application S/OUT/14/0080 and S/RES/16/0289.,Unknown,Condition Compliance response,Fri 17 Dec 2021,Unknown,Not Applicable
S/TWC/21/1801,PP-10383529,Fri 12 Nov 2021,Fri 12 Nov 2021,St Mark's Church Church Place Railway Village Swindon,Works to trees within a conservation area.,Application Withdrawn,Application Withdrawn,Tue 14 Dec 2021,Unknown,Not Applicable
S/AMEND/21/1776,PP-10385971,Thu 11 Nov 2021,Thu 11 Nov 2021,Land At 12 - 18 Rainer Close Stratton St Margaret Swindon SN3 4YA,Non-Material Amendment to Reserved Matters application S/RES/20/0275 - relating to amendment to ground floor windows Plot 4 (Type D).,Minor Amendment Approved,Minor Amendment Approved,Fri 03 Dec 2021,Unknown,Not Applicable
S/LDP/21/1794,Not Applicable,Thu 11 Nov 2021,Thu 11 Nov 2021,4 Guppy Street Rodbourne Swindon SN2 2BJ,Certificate of Lawful Development (Proposed) for the erection of a rear dormer window.,Application Granted,Granted Permission,Mon 13 Dec 2021,Unknown,Not Applicable
S/HOU/21/1773,PP-10384250,Thu 11 Nov 2021,Thu 11 Nov 2021,18 Stadium View Swindon SN25 4ES,Conversion of garage into habitable room.,Application Granted,Granted Permission,Wed 15 Dec 2021,Unknown,Not Applicable
S/LBD/21/1793,Not Applicable,Thu 11 Nov 2021,Tue 16 Nov 2021,Lydiard House Lydiard Park Access Road Lydiard Tregoze Swindon SN5 3PA,Certificate of Lawfulness (Proposed) for works to a Listed Building for the removal of internal walls and glazed partition in bar area,Application Granted,Granted Permission,Mon 20 Dec 2021,Unknown,Not Applicable
S/PHOU/21/1765,Not Applicable,Tue 09 Nov 2021,Tue 09 Nov 2021,73 Woodside Avenue Old Walcot Swindon SN3 1DU,"Prior Approval Notification for the erection of a single storey rear extension measuring 5.0m (from original rear wall), 3.80m (maximum height) and 2.60m (height to eaves).",Unknown,Prior Approval not required,Fri 10 Dec 2021,Unknown,Not Applicable
S/HOU/21/1764,PP-10377737,Tue 09 Nov 2021,Tue 09 Nov 2021,2 Manor View Liddington Swindon SN4 0HP,Installation of 4no. velux roof lights.,Application Granted,Granted Permission,Wed 22 Dec 2021,Unknown,Not Applicable
S/HOU/21/1738,PP-10363818,Thu 04 Nov 2021,Thu 04 Nov 2021,14 Bibury Road Old Walcot Swindon SN3 1DD,Erection of single storey/ first floor side and single storey rear extensions.,Application Granted,Granted Permission,Wed 22 Dec 2021,Unknown,Not Applicable
S/COND/21/1728,PP-10360147,Tue 02 Nov 2021,Tue 02 Nov 2021,Abbey Stadium Lady Lane Swindon SN2 4DN,"Discharge of conditions 8, 9 and 10 following S/RES/18/0027 for the Reserved matters application (following outline planning permission S/07/1365) for the demolition of existing stadium and construction of a new stadium, racing building, training kennels, new stands, acoustic barrier, car parking and associated development including minor access works to western access and laying out of open space/linear park.",Unknown,Conditions NOT Discharged,Thu 16 Dec 2021,Unknown,Not Applicable
S/AMEND/21/1758,Not Applicable,Tue 02 Nov 2021,Fri 12 Nov 2021,Land Adjoining Kingsdown Industrial Estate Kingsdown Road Kingsdown Swindon,Non-material amendment to previous permission S/14/0411 regarding relocation of access.,Minor Amendment Refused,Minor Amendment Refused,Mon 20 Dec 2021,Unknown,Not Applicable
S/LDP/21/1757,Not Applicable,Tue 02 Nov 2021,Tue 02 Nov 2021,16 Barcote Close Redhouse Swindon SN25 2BJ,"Certificate of lawfulness (Proposed) for the erection of a dormer window to rear, three roof lights in the front roof slope and a roof light in the rear roof slope.",Application Granted,Granted Permission,Mon 13 Dec 2021,Unknown,Not Applicable
S/TWC/21/1752,Not Applicable,Tue 02 Nov 2021,Tue 02 Nov 2021,68 Goddard Avenue Old Town Swindon SN1 4HS,Works to various trees within a Conservation Area.,Application Granted,Granted Permission,Tue 14 Dec 2021,Unknown,Not Applicable
S/PHOU/21/1719,Not Applicable,Mon 01 Nov 2021,Mon 01 Nov 2021,29 Buller Street Gorse Hill Swindon SN2 8DG,"Prior Approval Notification for the erection of a single storey rear extension measuring 4.57m (from original rear wall), 3.5m (maximum height) and 2.15m (height to eaves).",Unknown,Prior Approval not required,Thu 09 Dec 2021,Unknown,Not Applicable
S/TWC/21/1743,PP-10353382,Mon 01 Nov 2021,Mon 01 Nov 2021,Caer Urfa Church Street Chiseldon Swindon SN4 0NJ,Works to trees in a conservation area.,Application Granted,Granted Permission,Tue 14 Dec 2021,Unknown,Not Applicable
S/ADV/21/1725,PP-10355196,Mon 01 Nov 2021,Mon 08 Nov 2021,Land Adjacent To Unit 23 Athena Avenue Elgin Swindon,Display of a freestanding internally illuminated 48-sheet D-Poster display and vertical meadow.,Unknown,Permission Refused,Wed 22 Dec 2021,Unknown,Not Applicable
S/TWC/21/1742,PP-10352835,Mon 01 Nov 2021,Mon 01 Nov 2021,42 Westlecot Road Old Town Swindon SN1 4HB,Works to trees in a conservation area.,Application Granted,Granted Permission,Tue 14 Dec 2021,Unknown,Not Applicable
S/TWC/21/1736,Not Applicable,Fri 29 Oct 2021,Fri 29 Oct 2021,Hidden Well 35 Queens Road Hannington Swindon SN6 7RP,Works to trees within a Conservation Area.,Application Granted,Granted Permission,Tue 14 Dec 2021,Unknown,Not Applicable
S/21/1716,PP-10147994,Fri 29 Oct 2021,Fri 29 Oct 2021,Public Footway Corporation Street Swindon,Re-siting of 1no. BT Public Telephone Kiosk.,Application Granted,Granted Permission,Tue 21 Dec 2021,Unknown,Not Applicable
S/HOU/21/1714,PP-10346031,Thu 28 Oct 2021,Thu 28 Oct 2021,62 Tamworth Drive Ramleaze Swindon SN5 5SF,Erection of a single storey front extension and installation of a dropped kerb.,Application Granted,Granted Permission,Wed 22 Dec 2021,Unknown,Not Applicable
S/HOU/21/1709,PP-10338547,Tue 26 Oct 2021,Tue 26 Oct 2021,34 Draycot Road Chiseldon Swindon SN4 0LS,Erection of an orangery to replace existing conservatory and replacement windows to first floor rear elevation.,Application Granted,Granted Permission,Mon 13 Dec 2021,Unknown,Not Applicable
S/HOU/21/1711,PP-10338990,Tue 26 Oct 2021,Tue 26 Oct 2021,56 Purton Road Swindon SN2 2LZ,"Erection of two storey front, side and rear extensions with loft conversion and dormer windows to front and rear.",Unknown,Permission Refused,Mon 20 Dec 2021,Unknown,Not Applicable
S/HOU/21/1712,PP-10336590,Tue 26 Oct 2021,Wed 03 Nov 2021,5 Calstock Road Oakhurst Swindon SN25 2BG,"Erection of a single storey side and rear extension, 1 no. rear dormer window and 3 nos. roof lights in the front roof slope for a loft conversion",Application Granted,Granted Permission,Wed 22 Dec 2021,Unknown,Not Applicable
S/21/1698,PP-10334270,Mon 25 Oct 2021,Wed 03 Nov 2021,Cherry Orchard North Kembrey Business Park Upper Stratton Swindon,External alterations to include cladding.,Application Granted,Granted Permission,Mon 20 Dec 2021,Unknown,Not Applicable
S/PHOU/21/1697,10330835,Fri 22 Oct 2021,Mon 25 Oct 2021,75 Woodside Avenue Old Walcot Swindon SN3 1DU,"Prior Approval Notification for the erection of a single storey rear extension measuring 5.00m (from original rear wall), 4.00m (maximum height) and 2.50m (height to eaves).",Unknown,Prior Approval not required,Fri 03 Dec 2021,Unknown,Not Applicable
S/HOU/21/1686,PP-10322876,Thu 21 Oct 2021,Thu 21 Oct 2021,115 Thorney Park Wroughton Swindon SN4 0QT,Erection of a single storey rear extension.,Application Granted,Granted Permission,Thu 09 Dec 2021,Unknown,Not Applicable
S/AMEND/21/1687,PP-10325151,Thu 21 Oct 2021,Thu 21 Oct 2021,Former Wakefield House Pipers Way Old Town Swindon SN3 1RE,Non material Amendment from previous Planning Permission S/19/0207 - relating to the brick piers either side of the pedestrian access gates will be retained but the low brick wall omitted to allow 1.8m high steel vertical railings supported with steel post to be installed. . Provision of ducting for future electrical charging unit with the car park. Provision of hard standing strips to end parking bays within shrub planting beds for ease of elderly residents when getting in / out of vehicles. Internal pedestrian footpath changed to buff colour tarmac to reduce future maintenance requirements,Minor Amendment Approved,Minor Amendment Approved,Mon 06 Dec 2021,Unknown,Not Applicable
S/21/1683,PP-10323654,Wed 20 Oct 2021,Tue 02 Nov 2021,Cherry Orchard East Kembrey Business Park Upper Stratton Swindon,External alterations to include cladding.,Application Granted,Granted Permission,Wed 15 Dec 2021,Unknown,Not Applicable
S/COND/21/1680,PP-10323114,Wed 20 Oct 2021,Wed 20 Oct 2021,Cherry Orchard West Kembrey Business Park Upper Stratton Swindon,Discharge of condition 2 (Contamination) following permission S/PO2R/20/1704 for the Prior Approval Notification for change of use from Class B1a (offices) to Class C3 (44 no. apartments).,Unknown,Conditions Partially Discharged,Tue 14 Dec 2021,Unknown,Not Applicable
S/COND/21/1677,PP-10302246,Wed 20 Oct 2021,Wed 20 Oct 2021,1 Park Lane Swindon SN1 5HG,Discharge of condition 3 (Materials) following planning permission S/21/0459 for the erection of 1no. dwelling.,Conditions Discharged,Conditions Discharged,Thu 16 Dec 2021,Unknown,Not Applicable
S/TWC/21/1700,Not Applicable,Wed 20 Oct 2021,Wed 20 Oct 2021,9 Magdalen Road Wanborough Swindon SN4 0BL,Works to tree within a Conservation Area.,Application Granted,Granted Permission,Fri 03 Dec 2021,Unknown,Not Applicable
S/LDP/21/1674,PP-10316406,Tue 19 Oct 2021,Tue 02 Nov 2021,15 John Herring Crescent Stratton St Margaret Swindon SN3 4JJ,Certificate of lawfulness (Proposed) for the conversion of garage into habitable space.,Application Granted,Granted Permission,Mon 20 Dec 2021,Unknown,Not Applicable
S/21/1676,PP-10306759,Tue 19 Oct 2021,Tue 19 Oct 2021,Chiseldon House Bentham Close Swindon,Recladding of building.,Application Granted,Granted Permission,Tue 14 Dec 2021,Unknown,Not Applicable
S/HOU/21/1673,PP-10231080,Tue 19 Oct 2021,Wed 03 Nov 2021,4 Tatley Walk Chiseldon Swindon SN4 0NX,"Erection of a two storey rear extension, extension to existing garage, porch to side and 1.8 metre high fence and walls.",Application Granted,Granted Permission,Fri 17 Dec 2021,Unknown,Not Applicable
S/HOU/21/1671,PP-10310566,Mon 18 Oct 2021,Mon 01 Nov 2021,425 Penhill Drive Penhill Swindon SN2 5BN,Erection of single storey rear and part side extensions.,Application Granted,Granted Permission,Wed 22 Dec 2021,Unknown,Not Applicable
S/TWC/21/1678,10190386,Mon 18 Oct 2021,Mon 18 Oct 2021,Anadyr Sevenhampton Lane Sevenhampton Swindon SN6 7QA,Works to trees within a Conservation Area.,Application Granted,Granted Permission,Fri 03 Dec 2021,Unknown,Not Applicable
S/LBC/21/1661,PP-10312599,Mon 18 Oct 2021,Fri 05 Nov 2021,April Cottage 22 The Green Liddington Swindon SN4 0HG,Installation of solar PV panels to garage roof.,Application Withdrawn,Application Withdrawn,Tue 14 Dec 2021,Unknown,Not Applicable
