,Name,Website,Address,Phone Number,Social Page,Social Page,Facilities and Capacity,Price Pdf link
49,The Cornealius Properties,https://thecornealiusproperties.com/contact,"1536 Old Smithfield Rd Raleigh, NC, 27530",9199208061,https://www.facebook.com/The-Cornealius-Properties-100448162320402/,https://www.instagram.com/thecornealiusproperties/?hl=en,"The Honeymoon House is an entire home for use by the bride and bridesmaids, it has been completly referbished and is an all white aesthetic on the exterior. Inside there are beautiful gold mirriors, beige walls and qntique furnature, a full kitchen and two full restrooms as well as two queen size beds in their own rooms and one bedroom has been made in to a hair and make up room with a countertop and stools.",https://cdn0.weddingwire.com/solic/2/2/4/0/6/0/pricing-501628fb37934f96_rates-2.pdf
50,Marbles Kids Museum,https://www.marbleskidsmuseum.org/,"201 East Hargett Street Raleigh, NC, 27601",9198571042,http://www.facebook.com/62805667206,http://twitter.com/MarblesRaleigh, , 
51,Hampton Inn & Suites Raleigh/Crabtree,http://hamptoninn3.hilton.com/en/hotels/north-carolina/hampton-inn-and-suites-raleigh-crabtree-valley-RDUAWHX/index.html,"3920 Arrow Drive Raleigh, NC, 27612",9198004452,https://www.facebook.com/hamptoninnraleighcrabtree/,https://www.pinterest.com/mariepflynn/hampton-inn-suites-raleigh-crabtree/,"Our talented staff will be on site to meet your every need and can assist with every last detail leading up to your big day! Our focus on service and detail before, and during your event, will delight you and your guests.", 
52,Old Homeplace Vineyard,http://oldhomeplacevineyard.com?,"623 McGee Road Winston Salem, NC, 27107",(336) 399-7293,https://www.facebook.com/oldhomeplacevineyard,https://www.instagram.com/oldhomeplacevineyard,"Located an hour’s drive from Charlotte, Old Homeplace Vineyard is a unique wedding destination, combining a picturesque setting with convenience. At its heart rests The Barn, an expertly renovated, spacious wedding venue awash in pastoral chic. Its light wooden finish echoes the surrounding estate’s natural beauty, whilst the stone-hearth of its fireplace creates a sense of intimacy. The Barn is well illuminated by three ornate chandeliers, which imbue the space with a tone of luxury. This rustic charm is equalled by its modern facilities, which include a prep kitchen and climate control to ensure the comfort of all guests. For couples who would prefer an outdoor ceremony in the fresh air of Northern Virginia, The Barn’s deck provides an ideal setting. Those exchanging vows can do so overlooking the majesty of Lake Thom-a-Lex, its shining veneer providing a dazzling backdrop. There are accommodating get-ready rooms on site, and furniture rental is included as standard. The vineyard is pet-friendly and welcomes wedding parties with canine celebrants.", 
53,"Rejuvenate and Reconnect NTB, LLC",https://www.rejuvenateandreconnect.com/,"1356 New River Inlet Rd. North Topsail Beach, NC, 28460",2487160724, , ,"Rejuvenate and Reconnect NTB, LLC offers an ideal setting for prospective newlyweds who wish to host an intimate milestone celebration. Comfortably accommodating up to 40 guests, this stylish quadplex boasts a range of modern facilities such as private elevators, outdoor hot tubs, and private BBQ areas. In addition, each three-bed unit comes complete with a private balcony, stylish lounge furniture, and an electric fire. The venue's ground-level pool deck serves as a perfect location for wedding ceremonies and receptions. This charming event space also features an adjoined custom gazebo, offering an idyllic backdrop for wedding photos or mingling with loved ones as the evening progresses. Two private walkways provide direct access to North Topsail Beach, where your wedding party can gather to enjoy a cocktail or two under the stars.",https://cdn0.weddingwire.com/solic/5/2/0/2/8/0/pricing-510625206f93aeea_by-the-sea-wedding-event-pricing.pdf
54,Olde Raleigh Distillery,https://olderaleighdistillery.com/private-events/,"209 N Arendell Ave Zebulon, NC, 27597",919-208-0044,https://www.facebook.com/olderaleighdistillery,https://instagram.com/olderaleighdistillery,"Olde Raleigh Distillery welcomes couples and their guests to celebrate their big day, with ceremonies of many faiths and styles. The 61-foot staffed bar is the perfect backdrop for a toast to the newlyweds and the epic space is ideal for dancing the night away. With bourbon being their specialty, Olde Raleigh Distillery has a vast selection to be tasted by connoisseurs and amateurs alike. There is plenty of space for everything you could need to host, from catering tables for the meal to poker tables for the entertainment.",https://cdn0.weddingwire.com/solic/1/6/8/0/4/0/pricing-1046230e0a7d87f2_contracts-twelve19-events.pdf
55,The Parlour at Manns Chapel,http://www.theparlourchapel.com,"175 Poythress Road Chapel Hill, NC, 27516",9197305358,https://www.facebook.com/The-Parlour-at-Manns-Chapel-1658188597747056/,https://www.pinterest.com/theparlouratman/,"Here, couples and their loved ones will find an eclectic combination of both old and new elements. The beautifully renovated chapel boasts original pine floors, stained glass windows, sophisticated chandeliers, and a kitchen prep area. You can decorate the majestic, historic doorway display area with floral garland or other decor to best suit your wedding vision. In addition, the original Manns Chapel sign hangs on the wall, adding a touch of nostalgia to your event. Stunning dressing suites provide the couple and their wedding party with a comfortable place to get ready before the festivities begin. An array of vintage pieces are at your disposal to add further charm to the atmosphere of your wedding day. Couples may also choose to hold their event outside, where a picturesque European-inspired courtyard awaits. Market lights and a blooming landscape create a romantic ambiance that both you and your guests will remember fondly for years to come. A vintage 1976 Argosy Airstream is also available and can serve as a fun dressing room, dessert station, bar backdrop, or photography setting.",https://cdn0.weddingwire.com/solic/3/5/6/8/8/7/pricing-50962aa07b498791_2023-parlour-rates-love-big.pdf
56,Hilton Garden Inn Outer Banks Kitty Hawk- Pier House,http://www.pierhouseevents.com,"5353 North Virginia Dare Trail Kitty Hawk, NC, 27949",2522611290,https://www.facebook.com/KittyHawkPier/,https://www.instagram.com/KittyHawkPierWeddings/,"Options range from elegant and rustic Kitty Hawk Pier House with breathtaking views of the Atlantic Ocean to the newly renovated Wright Ballroom that opens to a beautiful beachfront Courtyard. The Kitty Hawk Pier House is situated on the Historic Kitty Hawk Fishing Pier, which is 2,250 square feet of event space, accommodating up to 150 people. The Wright Ballroom is located on the first floor of the hotel and offers 3,650 square feet of meeting space, allocating up to 250 people. The grand ballroom includes access to the 900 square foot pre-function area as well as the outside oceanfront pavilion and courtyard. The ballroom can be split into three private sections for smaller parties.", 
57,Starlight Meadow,http://www.starlightmeadow.com,"7165 Shoe Road Burlington, NC, 27215",3364226777,http://www.facebook.com/pages/Starlight-Meadow/123561054411900, , , 
58,The Dairy at Floyd Farms,http://www.thedairyatfloydfarms.com/weddings-events,"4167 Old Stage Road Fairmont, NC, 28340",336-908-0982,https://www.facebook.com/TheDairyatFloydFarms/, ,"The Dairy at Floyd Farms hosts engagement parties, wedding showers, rehearsal dinners, ceremonies, receptions, and elopements. They have five event spaces, including both indoor and outdoor event areas. The venue provides seating for up to 200 guests. There are also get-ready rooms for the wedding party and plenty of space for caterers and florists.", 
59,The Tiny Chateau, ,"715 Gum Branch Road Jacksonville, NC, 28546",19108034542, , , , 
60,The Applegate,https://www.facebook.com/theapplegate,"114 West Hemlock Street Sylva, NC, 28779",8284000821,https://www.facebook.com/theapplegate,https://www.instagram.com/theapplegate,"The Applegate features indoor and outdoor event sites, perfect for every celebration. The expansive creekside lawn is a gorgeous place to host a beautiful ceremony or an outdoor dinner that your guests will never forget. The rustic indoor event space, complete with string lights, is a great place to host a reception. This space can accommodate 50 guests inside and an additional 60-80 on the wrap-around porch.", 
61,The Lucas Farm,https://www.thelucasfarmnc.com/,"27770 Highway 210 Currie, NC, 28435",7049287217,https://www.facebook.com/thelucasfarmnc/?show_switched_toast=0&show_invite_to_follow=0&show_switched_tooltip=0&show_podcast_settings=0&show_community_transition=0&show_community_review_changes=0&show_follower_visibility_disclosure=0,https://www.instagram.com/thelucasfarmnc/,Facilities and Capacity, 
62,Wonderlust Acres,http://www.wonderlustacres.com,"7899 Big Ivy Rd Purlear, NC, 28665",7042872760,https://www.facebook.com/Wonderlust-Acres-113462466746501/,https://www.instagram.com/wonderlustacres/,"Wonderlust Acres is located in the crook of two ridges in the North Carolina mountains, giving its grounds a distinct sense of seclusion. It is ideal for those who would like their big day to be an entirely immersive experience. Surrounded by towering trees and verdant grassland, it is hard not to be swept away by the whimsy of this property. You can begin your big day by preparing in one of the Wonderbarn’s get-ready rooms. These facilities are fully equipped with comfortable seating and lighted mirrors for any cosmetic application. Host your ceremony at the Lakeside Pavillion and Dock. This floating dock can hold up to 10 people seated and 16 standing (if adventurous), allowing you to exchange your vows suspended over the peaceful waters. Up to 50 additional guests can watch on from the lawn, admiring your stunning service set against this natural backdrop or any of the many outdoor spaces easily suited for 200 guests. You can then proceed to the Wonderbarn’s patio and enjoy a cocktail reception in the great outdoors. Around this area, you will find plenty of unique photo opportunities that will make your wedding portraits truly breathtaking. For your reception, you and your guests can proceed inside the Wonderbarn’s impressive structure. This classically styled rustic space boasts garage-style glass doors that allow for seamless transitions from indoor to outdoor celebrating. They also illuminate the building with natural light during the day and offer priceless views as you dine inside. The barn is also fitted with ornate wagon wheel chandeliers that can cast a romantic glow over your celebration as the sun sets. With floor space of over 2000 square feet, the Wonderbarn can accommodate up to 200 seated guests with ample room for a dance floor and entertainment. Here, you will also find a standard fitted kitchen that can be used by your chosen caterers to warm and serve your wedding meal.",https://cdn0.weddingwire.com/solic/9/6/8/7/7/9/pricing-50162734841a9eb4_infoflyer-4.pdf
