Unnamed: 0,Name,City,Address,Phone Number,Venue Type,Capacity,Amenities
197,UNO Pizzeria & Grill - Northeast 03,Boston,,"645 Beacon Street 
Boston, MA 02215, US",Restaurant, , 
198,Macaroni Grill Redlands,Redlands,In-House Catering,"27490 W Lugonia Ave. 
Redlands, CA 92374, US",, , 
199,The Woolworth,Dallas,Main Street District,"1520 Elm Street Ste 201 
Dallas, TX 75201, US","Restaurant, Event Space, Catering, Entertainment, Unique",Seated: 10,A/V Equipment
200,Alamo Drafthouse Cinema - Las Colinas,Irving,,"320 Las Colinas Blvd. Building A2 
Irving, TX 75039, US",Theatre, ,Handicap Accessible
201,Macaroni Grill El Cerrito,El Cerrito,In-House Catering,"8000 El Cerrito Blvd. 
El Cerrito, CA 94530, US",, , 
202,58 Culinary,Portland,,"254 Commercial Street 
Suite 118
Portland, ME 04101, US",Catering, ,Bar Packages
203,Smith Commons,Washington,"Capitol Hill, Near Northeast","1245 H Street NE 
Washington, DC 20002, US",Restaurant, , 
204,Macaroni Grill Milpitas,Milpitas,In-House Catering,"110 Ranch Dr. 
Milpitas, CA 95035, US",, , 
205,Macaroni Grill Milpitas,Milpitas,,"110 Ranch Dr. 
Milpitas, CA 95035, US",Restaurant,Seated: 200,Bar Packages
206,Macaroni Grill Oviedo,Oviedo,,"7123 Red Bug Lake Rd. 
Oviedo, FL 32765, US",Restaurant,Seated: 200,Bar Packages
207,The Porch Kitchen & Cantina,Winston-Salem,,"840 Mill Works Street 
Winston-Salem, NC 27101, US","Event Space, Unique",Seated: 55, 
208,Macaroni Grill Stockton,Stockton,Lakeview,"5420 Pacific Ave. 
Stockton, CA 95207, US",, , 
209,Mulino Italian Kitchen & Bar,Raleigh,North Central,"309 N Dawson St 
Raleigh, NC 27603, US",Restaurant,Seated: 20,Coat Check
210,JoJo's ShakeBAR - River North,Chicago,"River North, Near North","23 W. Hubbard Street 
Chicago, IL 60654, US","Restaurant, Event Space, Other, Catering, Arcade, Cocktail Lounge, Entertainment, Unique", ,A/V Equipment
211,Elizabeth Peratrovich Hall,Juneau,,"320 W Willoughby Ave. 
Juneau, AK 99801, US",Event Space, ,A/V Equipment
212,Falmouth Country Club,Falmouth,Outside Catering Allowed,"1  Congressional Drive 
Falmouth, ME 04105, US",,Seated: 300,Break Out Rooms
213,Politan Row,,,"1197 Peachtree Street NE Suite 150 
,  30309, ",, , 
214,Macaroni Grill Austin,Austin,,"9828 Great Hills Trl 
Austin, TX 78759, US",, ,Handicap Accessible
215,The Arlington of Naples,Naples,,"7900 Arlington Circle 
Naples, FL 34113, US","Restaurant, Other", , 
216,Macaroni Grill Tustin,Tustin,,"13652 Jamboree Rd. 
Tustin, CA 92602, US",Restaurant,Seated: 250,A/V Equipment
217,Macaroni Grill West Cobb,Marietta,In-House Catering,"The Avenue West Cobb 
3625 Dallas Hwy
Marietta, GA 30064, US",, ,Outdoor Space
218,Rosa Mexicano - Lincoln Center,"New York, Manhattan","Steinway, Upper West Side, Manhattan","61 Columbus Ave (62nd Street) 
New York, NY 10023, US",Restaurant, ,WiFi
219,Macaroni Grill Round Rock,Round Rock,In-House Catering,"2501 S IH 35 
Round Rock, TX 78664, US",, , 
220,Macaroni Grill Harrisburg,Harrisburg,In-House Catering,"2531 Brindle Dr. 
Harrisburg, PA 17110, US",, , 
221,Arlington Rooftop Bar & Grill,Arlington,Clarendon-Courthouse,"2424 Wilson Blvd 
Arlington, VA 22201, US",, , 
222,Grace Fort Worth,Fort Worth,"Downtown, Eastside","777 Main Street G200 
Fort Worth, TX 76102, US",Restaurant, , 
223,The Manor House,Bainbridge Island,Lynnwood Center,"4611 NE Woodson Lane NE 
Bainbridge Island, WA 98110, US","Restaurant, Event Space, Wedding Venue, Catering, Inn, Resort, Unique", ,A/V Equipment
224,Fogo de Chão Indianapolis,Indianapolis,Downtown,"117 East Washington Street 
Indianapolis, IN 46204, US",Restaurant, , 
225,Avli | Inspired Greek River North,Chicago,River North,"702 N. Wells Street 
Chicago, IL 60654, US",Restaurant, ,Full Bar
226,Swedish American Hall + Cafe du Nord,San Francisco,"Castro-Upper Market, Duboce Triangle","2174 Market Street  
San Francisco, CA 94114, US",Event Space, , 
227,Maple & Ash Chicago,Chicago,"River North, Near North","8 West Maple Street 
Chicago, IL 60610, US",Restaurant,Seated: 13,A/V Equipment
228,South Congress Hotel,Austin,South River City,"1603 South Congress 
Austin, TX 78704, US",, , 
229,Macaroni Grill UNCC,Charlotte,,"8620 Research Dr. 
Charlotte, NC 28262, US",,Seated: 45, 
230,Macaroni Grill Retama,Selma,,"8355 Agora Pkwy. 
Selma, TX 78154, US",Restaurant,Seated: 110,Bar Packages
231,Il Fornaio Corte Madera,Corte Madera,In-House Catering,"223 Corte Madera Town Center 
Corte Madera, CA 94925, US",,Seated: 75, 
232,Macaroni Grill Beacon Center,Doral,In-House Catering,"8700 NW 18th Terrace 
Doral, FL 33172, US",,Seated: 50,Handicap Accessible
233,Maretalia Ristorante Coronado,"San Diego, Coronado",Mission Bay,"1300 Orange Ave 
Coronado, CA 92118, US",,Seated: 45,Outdoor Space
234,The Monarch Club,Detroit,,"33 John R Street 
Detroit, MI 48226, US","Restaurant, Event Space, Meeting Space", , 
235,Eureka Casino Resort,Mesquite,,"275 Mesa Blvd  NV  
Mesquite, NV 89027 , US",, , 
236,The Cantina,Asheville,In-House Catering,"10 Biltmore Plaza 
Asheville, NC 28803, US",Restaurant,Standing: 100,A/V Equipment
237,16-Bit Bar+Arcade Indianapolis,Indianapolis,,"110 East New York Street 
Indianapolis, IN 46204, US","Bar, Arcade",Minimum Guests: 15, 
238,Cocina del Charro San Marcos,San Marcos,,"1020 W. San Marcos Blvd.  
San Marcos, CA 92078, US","Restaurant, Catering",Standing: 250,Full Bar
239,Maggiano's Little Italy Indianapolis,Indianapolis,Keystone at the Crossing,"3550 E. 86th St. 
Indianapolis, IN 46240, US","Restaurant, Event Space", ,A/V Equipment
240,Sitka Fine Arts Camp,Sitka,,"110 College Dr 
Sitka, AK 99835, US",Event Space, , 
241,La Cerveceria De Barrio Lincoln Road,Miami Beach,Flamingo Lummus,"836 Lincoln Road 
Miami Beach, FL 33139, US",, , 
242,Macaroni Grill Retama,Selma,,"8355 Agora Pkwy. 
Selma, TX 78154, US",, , 
243,Macaroni Grill Temecula,Temecula,,"41221 Margarita Rd. 
Temecula, CA 92591, US",, , 
244,Macaroni Grill Stockton,Stockton,Lakeview,"5420 Pacific Ave. 
Stockton, CA 95207, US",Restaurant,Seated: 200,Bar Packages
245,Macaroni Grill Temecula,Temecula,,"41221 Margarita Rd. 
Temecula, CA 92591, US",Restaurant,Seated: 218,A/V Equipment
246,Macaroni Grill Virginia Beach,Virginia Beach,"Northwest, Pembroke","4574 Virginia Beach Blvd. 
Virginia Beach, VA 23462, US",, , 
247,The Cake Bake Shop Carmel City Center,Carmel,,"799 Hanover Place 
Carmel, IN 46032, US","Restaurant, Event Space, Unique",Seated: 12, 
248,Macaroni Grill Round Rock,Round Rock,,"2501 S IH 35 
Round Rock, TX 78664, US",Restaurant,Seated: 110,Bar Packages
249,Kung Fu Saloon - Fort Worth,Fort Worth,"Arlington Heights, Eastside","2818 Morton Street 
Fort Worth, TX 76107, US","Restaurant, Entertainment", , 
250,Macaroni Grill Virginia Beach,Virginia Beach,"Northwest, Pembroke","4574 Virginia Beach Blvd. 
Virginia Beach, VA 23462, US",Restaurant,Seated: 215,Bar Packages
251,Sorellina Italian Kitchen & Wine Bar,Hoboken,"West Village, Murray Hill, Upper East Side, Upper West Side, Flatiron District","1036 Washington Street 
Hoboken, NJ 07030, US",Restaurant, ,Bar Packages
252,RPM Italian - Chicago,Chicago,"River North, Near North","52 W. Illinois St. 
Chicago, IL 60654, US",Restaurant, , 
253,The Caramel Room,"St. Louis, St Louis",Near North Riverfront,"1600 North Broadway 
St Louis, MO 63102, US",Event Space,Standing: 600,Handicap Accessible
254,The Parlor Hollywood,Los Angeles,"Mid City West, West Los Angeles","7250  Melrose Avenue 
Los Angeles, CA 90046, US",,Seated: 300,A/V Equipment
255,Heim Barbecue Magnolia,Fort Worth,"Eastside, Southside, Fairmount","1109 W. Magnolia Ave. 
Fort Worth, TX 76104, US","Restaurant, Event Space, Catering, Unique", ,Bar Packages
256,Waikoloa Beach Marriott Resort and Spa,Waikoloa Village,,"69-275 Waikoloa Beach Dr 
Waikoloa Village, HI 96738, US","Wedding Venue, Resort", ,A/V Equipment
257,The Metropolitan Club,Alpharetta,,"5895 Windward Parkway 
Alpharetta, GA 30005, US","Event Space, Other, Conference Center, Wedding Venue, Entertainment, Unique",Seated: 50,A/V Equipment
258,Mandolin,Raleigh,Five Points,"2519 Fairview Road 
Raleigh, NC 27608, US",Restaurant, , 
259,IPIC Bolingbrook,Bolingbrook,In-House Catering,"619 E Boughton Rd 
Bolingbrook, IL 60440, US",, ,A/V Equipment
260,IPIC Bolingbrook,Bolingbrook,,"619 E Boughton Rd 
Bolingbrook, IL 60440, US","Restaurant, Event Space, Theatre, Other, Cocktail Lounge, Entertainment, Unique", ,A/V Equipment
261,Bar Louie The Shops at Northfield Stapleton,Denver,Stapleton,"8332  Northfield Boulevard 
Denver, CO 80238, US",,Seated: 390,Outdoor Space
262,The Darling Hotel,Visalia,Downtown,"210 N Court St. 
Visalia, CA 93291, US","Restaurant, Hotel", ,A/V Equipment
263,Fortino Winery,Gilroy,,"4525 Hecker Pass Hwy 
Gilroy, CA 95020, US",,Seated: 300,A/V Equipment
264,Macaroni Grill Elk Grove,Elk Grove,In-House Catering,"8295 Laguna Blvd 
Elk Grove, CA 95758, US",, , 
265,Fig & Olive - Fifth Avenue,"New York, Manhattan","Midtown, Steinway, Red Hook, Manhattan","10 East 52nd Street  
New York, NY 10022, US",Restaurant, , 
266,Pete's Dueling Piano Bar - Chicago - Rosemont,Rosemont,,"5510 Park Place 
Rosemont, IL 60018, US","Event Space, Bar, Banquet Hall, Meeting Space, Cocktail Lounge, Entertainment",Seated: 260,A/V Equipment
267,Culinary Artistas,"San Francisco, San Francisco",Russian Hill,"851 Beach Street 
 San Francisco, CA 94109, US","Event Space, Other, Unique", ,Private Space
268,Lava Cantina - The Colony,The Colony,,"5805 Grandscape Boulevard 
The Colony, TX 75056, US","Entertainment, Unique", , 
269,Hollywood Park Casino,Inglewood,"Harbor Gateway, West Los Angeles","3883 W. Century Blvd. 
Inglewood, CA 90303, US",Entertainment, , 
270,Blackwall Hitch Annapolis,Annapolis,,"400 Sixth Street 
Annapolis, MD 21403, US",Restaurant, ,Full Bar
271,Bear River Casino Resort,Loleta,,"11 Bear Paws Way 
Loleta, CA 95551, US","Restaurant, Hotel, Cocktail Lounge, Entertainment, Unique", ,Game Room
272,Rolling Roadshow - Houston,Houston,,"2500 Summer Street, Suite 1210 
Houston, TX 77007, US","Theatre, Entertainment", , 
273,Il Fornaio Carmel,Carmel-by-the-Sea,In-House Catering,"Ocean Avenue & Monte Verde St 
Carmel-by-the-Sea, CA 93921, US","Restaurant, Event Space", ,Full Bar
274,A Fish Called Avalon,"Miami, Miami Beach",Flamingo Lummus,"700 Ocean Drive 
Miami Beach, FL 33139, US",, , 
275,Macaroni Grill Roseville,Roseville,Maidu,"2010 Douglas Blvd. 
Roseville, CA 95661, US",Restaurant,Seated: 200,Bar Packages
276,Macaroni Grill Strongsville,Strongsville,,"17095 Southpark Ctr. 
Strongsville, OH 44136, US",Restaurant,Seated: 120,Bar Packages
277,Cali South Tampa,Tampa,"Riverside, Swann Estates","217 S Dale Mabry Highway 
Tampa, FL 33609, US",Restaurant, , 
278,Carmine's 44th,"New York, Manhattan","Midtown, Steinway, Red Hook, Manhattan","200 W 44th St 
New York, NY 10036, US","Restaurant, Catering", ,Street Parking
279,High Cotton Charleston,Charleston,French Quarter,"199 East Bay Street 
Charleston, SC 29401, US","Restaurant, Event Space, Wedding Venue, Entertainment, Unique", ,A/V Equipment
280,IPIC South Barrington,South Barrington,In-House Catering,"100 W Higgins Rd 
South Barrington, IL 60010, US",, ,A/V Equipment
281,Howl at the Moon Indianapolis,Indianapolis,Downtown,"20 East Georgia 
Indianapolis, IN 46204, US",Entertainment, , 
282,Fixe Southern House - Fort Worth,Fort Worth,Arlington Heights,"5282 Marathon Ave 
Fort Worth, TX 76109, US",Restaurant, , 
283,Macaroni Grill Louisville,Louisville,,"401 S Hurstbourne Pkwy. 
Louisville, KY 40222, US",,Seated: 50,Handicap Accessible
284,Fifth Wheel Catering,St. Louis,The Gate District,"3135 Lafayette Ave. 
St. Louis, MO 63104, US","Restaurant, Event Space, Other, Museum, Wedding Venue, Catering, Unique",Standing: 3000,A/V Equipment
285,Fig & Olive - Newport Beach,Newport Beach,,"151 Newport Center Drive 
Newport Beach, CA 92660, US",Restaurant, , 
286,The Magnolia House,Groveland,,"100 Falling Acorn Avenue 
Groveland, FL 34736, US",, , 
287,The Castle by Marlow Events,"New York, Brooklyn","Rosebank, Coney Island, Red Hook, Brooklyn","177 Dwight St. 
Brooklyn, NY 11231, US","Event Space, Wedding Venue", ,Flexible Floor Plan
288,The Hampton Social - River North,Chicago,River North,"353 W. Hubbard St 
Chicago, IL 60654, US",,Seated: 180,Handicap Accessible
289,Macaroni Grill Roseville,Roseville,Maidu,"2010 Douglas Blvd. 
Roseville, CA 95661, US",, , 
290,IPIC South Barrington,South Barrington,,"100 W Higgins Rd 
South Barrington, IL 60010, US","Restaurant, Event Space, Theatre, Other, Cocktail Lounge, Unique", ,A/V Equipment
291,The Carpenter Hotel,Austin,Zilker,"400 Josephine St 
Austin, TX 78704, US","Restaurant, Event Space, Hotel, Wedding Venue", ,A/V Equipment
292,Macaroni Grill Elk Grove,Elk Grove,,"8295 Laguna Blvd 
Elk Grove, CA 95758, US",Restaurant,Seated: 200,Bar Packages
293,Macaroni Grill Vista Ridge,Lewisville,In-House Catering,"2437 S Stemmons Fwy. 
Lewisville, TX 75067, US",, , 
294,Sharon Lynne Wilson Center for the Arts,"Brookfield, Bookfield",,"3270 Mitchel Park Drive 
Bookfield, WI 53045, US","Event Space, Gallery, Theatre, Banquet Hall, Studio, Meeting Space, Conference Center, Wedding Venue, Entertainment", ,A/V Equipment
295,Magnolia Pancake Haus,San Antonio,In-House Catering,"10333 Huebner Road 
San Antonio, TX 78240, US",,Seated: 250,A/V Equipment
296,Pins Mechanical Co. Indianapolis,Indianapolis,,"856 Carrollton Avenue 
Indianapolis, IN 46202, US","Bar, Arcade, Bowling",Minimum Guests: 15, 
297,"Texas de Brazil Fort Worth, TX",Fort Worth,"Downtown, Eastside","101 N Houston St 
Fort Worth, TX 76102, US",Restaurant,Seated: 15,Full Bar
298,5Church - Charlotte,Charlotte,Fourth Ward,"127 N Tryon St 
Charlotte, NC 28202, US",Restaurant, ,Flexible Floor Plan
299,Rodizio Grill - Annapolis,,,Annapolis,"Restaurant, Event Space, Bar, Banquet Hall, Meeting Space, Wedding Venue, Unique",Seated: 300,Bar Packages
300,Macaroni Grill Bakersfield,Bakersfield,In-House Catering,"8850 Rosedale Hwy. 
Bakersfield, CA 93312, US",, , 
301,Macaroni Grill Fashion Place,Salt Lake City,,"102 E Winchester St. 
Salt Lake City, UT 84107, US",, , 
302,Macaroni Grill Bakersfield,Bakersfield,,"8850 Rosedale Hwy. 
Bakersfield, CA 93312, US",Restaurant,Seated: 200,Bar Packages
303,Tobacco Road Sports Cafe Raleigh,Raleigh,North Central,"505 W Jones St, Raleigh, NC 27603 
Raleigh, NC 27603, US",,Seated: 230,A/V Equipment
304,Macaroni Grill Strongsville,Strongsville,In-House Catering,"17095 Southpark Ctr. 
Strongsville, OH 44136, US",,Minimum Guests: 15, 
305,Macaroni Grill Deer Valley,Phoenix,Deer Valley,"2949 W Agua Fria Fwy. 
Phoenix, AZ 85027, US",, , 
306,Macaroni Grill Fashion Place,Salt Lake City,,"102 E Winchester St. 
Salt Lake City, UT 84107, US",Restaurant,Seated: 200,Bar Packages
307,West Sixth Barrel Room,Lexington,"Southeastern Hills, Duncan Park, Idle Hour","501 W 6th St 
Lexington, KY 40508, US","Event Space, Wedding Venue, Brewery, Entertainment, Unique",Seated: 1,A/V Equipment
308,Harkins Theatres - Norterra 14,Phoenix,Deer Valley,"2550 W. Happy Valley Rd. 
Phoenix, AZ 85085, US",Theatre, , 
309,Pickwick & Frolic,Cleveland,Downtown,"2035 East 4th Street 
Cleveland, OH 44115, US",, , 
310,Columbus Club of Arlington,Arlington,Yorktown,"5115 Little Falls Road 
Arlington, VA 22207, US","Event Space, Wedding Venue", ,Handicap Accessible
311,Alamo Drafthouse San Antonio - Park North,San Antonio,"Shearer Hills-Ridgeview, Shearer Hills - Ridgeview","618 NW Loop 410, Suite 307 
San Antonio, TX 78216, US","Event Space, Theatre, Wedding Venue, Entertainment, Unique", ,Ceremony Site
312,The Metropolitan,Chicago,"Loop, The Loop","233 South Wacker Drive 
Chicago, IL 60606, US",,Seated: 500,A/V Equipment
313,The Paulina,Chicago,Wicker Park,"1700  West Division Street 
Chicago, IL 60622, US",,Seated: 100,A/V Equipment
314,Macaroni Grill Frederick,Frederick,In-House Catering,"5201 Buckeystown Pike 
Frederick, MD 21704, US",,Seated: 50,Handicap Accessible
315,Borough | Parlour,Minneapolis,North Loop,"730 North Washington Ave 
Minneapolis, MN 55401, US","Restaurant, Cocktail Lounge, Unique",Standing: 100, 
316,KAI LIN ART GALLERY,Atlanta,"Home Park, Atlantic Station","999  Brady Avenue Northwest 
Atlanta, GA 30318, US",,Seated: 75,A/V Equipment
317,Macaroni Grill Deer Valley,Phoenix,Deer Valley,"2949 W Agua Fria Fwy. 
Phoenix, AZ 85027, US",Restaurant,Seated: 200,A/V Equipment
318,Magnolias at the Mill,Purcellville,,"198 North 21st Street  
Purcellville, VA 20132, US",, , 
319,Tooth & Nail Winery,Paso Robles,In-House Catering,"3090 Anderson Road 
Paso Robles, CA 93446, US",,Seated: 200,Great Views
320,Old Metropolitan Hall,Charlottesville,Downtown," 101 East Main Street 
Charlottesville, VA 22902, US","Event Space, Wedding Venue", , 
321,Macaroni Grill Franconia,Alexandria,,"5925 Kingstowne Center 
Alexandria, VA 22315, US",Restaurant,Seated: 195,Bar Packages
322,Tony's of Indianapolis,Indianapolis,Downtown,"110  West Washington Street 
Indianapolis, IN 46204, US",, , 
323,The Gin At Nolan Creek,Belton,,"219 S. East st  Ste E 
Belton, TX 76513, US","Restaurant, Cocktail Lounge", , 
324,Macaroni Grill Greenville,Greenville,In-House Catering,"105 E. Beacon Dr. 
Greenville, SC 29615, US",,Seated: 45, 
325,Macaroni Grill Oceanside,Oceanside,,"2655 Vista Way 
Oceanside, CA 92054, US",Restaurant,Seated: 100,Bar Packages
326,West Sixth Farm,Frankfort,,"4495 Shadrick Ferry Rd 
Frankfort, KY 40601, US","Event Space, Other, Brewery, Unique",Seated: 1,Ceremony Site
327,Baro Toronto,Toronto,,"485 King St W 
Toronto, ON M5V 1K4, CA","Restaurant, Cocktail Lounge", , 
328,Speedsportz Racing Park,New Caney,,"23050 Speed Street 
New Caney, TX 77357, US","Event Space, Unique",Seated: 5,Patio
329,Lincoln Social Rooftop,Columbus,"Victorican Village, Victorian Village","711 North High Street 
Columbus, OH 43215, US","Restaurant, Event Space, Cocktail Lounge, Unique",Standing: 125,A/V Equipment
330,The Veil Brewing Co. Norfolk,Norfolk,Park Place,"2314 Colonial Ave 
Norfolk, VA 23517, US","Restaurant, Brewery", ,A/V Equipment
331,Tobacco Road Sports Cafe Durham,Durham,In-House Catering,"280 S Mangum St #100, Durham, NC 27701 
Durham, NC 27701, US",,Seated: 300,Handicap Accessible
332,Lincoln Financial Field,Philadelphia,"Marconi Plaza-Packer Park, Stadium District","1 Lincoln Financial Field Way 
Philadelphia, PA 19148, US","Event Space, Other, Conference Center, Wedding Venue, Entertainment, Stadium, Unique", ,A/V Equipment
333,Eddie Merlot's - Indianapolis,Indianapolis,Keystone at the Crossing,"3645 E. 96th St. 
Indianapolis, IN 46240, US",Restaurant, , 
334,Macaroni Grill Franconia,Alexandria,In-House Catering,"5925 Kingstowne Center 
Alexandria, VA 22315, US",, , 
335,Lincoln Hill Farms,Canandaigua,,"3792 New York 247 
Canandaigua, NY 14424, US",Unique, ,Outdoor Space
336,Maggiano's Little Italy South Coast Plaza,Costa Mesa,,"3333 Bristol St. 
Costa Mesa, CA 92626, US","Restaurant, Event Space, Wedding Venue, Catering", , 
337,Factory Berlin Görlitzer Park,,,"Lohmühlenstrasse 65 
,  12435, ",Event Space, , 
